Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
adaptive super-twisting algorithm,VSC,8,IOT-Compute,IOT-Compute,2000
hybrid renewable energy system,VSC,8,IOT-Compute,IOT-Compute,2000
battery energy storage system,VSC,8,EPS-Grid,IOT-Compute,2000
grid connected,VSC,8,IOT-Compute,IOT-Compute,2000
voltage source converter,VSC,11,IOT-Compute,IOT-Compute,2000
Fuzzy logic control,SMES,8,IOT-Compute,IOT-Compute,2000
microgrids,SMES,8,EPS-Source,IOT-Compute,2000
PV generators,SMES,8,IOT-Compute,IOT-Compute,2000
state of charge,SMES,8,IOT-Compute,IOT-Compute,2000
dynamic load dispatch,PV,7,IOT-Compute,EPS-Source,2000
emission,PV,7,IOT-Compute,EPS-Source,2000
neighborhood based differential evolution technique,PV,7,IOT-Compute,EPS-Source,2000
Demand management,DCMG,8,IOT-Compute,IOT-Compute,2000
Deferrable load,DCMG,8,IOT-Compute,IOT-Compute,2000
Smart buildings,DCMG,8,IOT-Compute,IOT-Compute,2000
Energy management system,DCMG,8,IOT-Compute,IOT-Compute,2000
Loads scheduling,DCMG,8,IOT-Compute,IOT-Compute,2000
false data injection attacks,FDI,8,IOT-Compute,IOT-Compute,2000
multiphase and unbalanced systems,FDI,8,IOT-Compute,IOT-Compute,2000
power distribution systems,FDI,8,EPS-Store,IOT-Compute,2000
Smart Transformer,ST,7,IOT-Compute,EPS-Source,2000
power system reliability,distributed energy resources,8,IOT-Compute,IOT-Compute,2000
inverter control strategies,MG,8,IOT-Compute,EPS-Source,2000
microgrid stability,MG,8,IOT-Compute,EPS-Source,2000
THD,MG,8,IOT-Compute,EPS-Source,2000
total harmonic distortion,MG,8,IOT-Compute,EPS-Source,2000
MPFC,MG,8,IOT-Compute,EPS-Source,2000
modulated power filter compensator,MG,8,IOT-Compute,EPS-Source,2000
hybrid AC,DC,8,IOT-Compute,EPS-Source,2000
Distribution power flow,PF,7,IOT-Compute,IOT-Compute,2000
Graph theory,PF,7,IOT-Compute,IOT-Compute,2000
Distributed generation,PF,7,EPS-Source,IOT-Compute,2000
ZIP load model,PF,7,IOT-Compute,IOT-Compute,2000
Three phase transformer,PF,7,IOT-Compute,IOT-Compute,2000
Microgrid,PF,7,EPS-Source,IOT-Compute,2000
smart grid,LoRa,7,EPS-Source,IOT-App,2000
game theory,DCs,7,IOT-Compute,IOT-Compute,2000
renewable energy,DCs,7,EPS-Store,IOT-Compute,2000
smart grid,DCs,7,EPS-Source,IOT-Compute,2000
Stackelberg game,DCs,7,IOT-App,IOT-Compute,2000
Wireless IoT smart meter,IoT,12,IOT-App,IOT-App,2000
HBase,IoT,12,IOT-App,IOT-App,2000
Stuck-at,IoT,12,IOT-App,IOT-App,2000
Electric vehicles,MG,8,EPS-Grid,EPS-Source,2000
Smart meter,smart energy system,16,EPS-Source,IOT-App,2000
Smart grid,smart energy system,16,EPS-Source,IOT-App,2000
Smart cities,smart energy system,16,IOT-App,IOT-App,2000
IoT,smart energy system,16,IOT-App,IOT-App,2000
ICT,smart energy system,16,IOT-Network,IOT-App,2000
HAN,smart energy system,16,IOT-App,IOT-App,2000
NAN,smart energy system,16,EPS-Load,IOT-App,2000
WAN,smart energy system,16,IOT-App,IOT-App,2000
Demand response management,power grids,8,IOT-App,EPS-Source,2000
Flow management,power grids,8,IOT-App,EPS-Source,2000
Software-defined networks,power grids,8,IOT-App,EPS-Source,2000
Stackelberg game,power grids,8,IOT-App,EPS-Source,2000
Virtual controllers,power grids,8,IOT-App,EPS-Source,2000
Demand response management,SG,12,IOT-App,EPS-Source,2000
Flow management,SG,12,IOT-App,EPS-Source,2000
Software-defined networks,SG,12,IOT-App,EPS-Source,2000
Stackelberg game,SG,12,IOT-App,EPS-Source,2000
Virtual controllers,SG,12,IOT-App,EPS-Source,2000
Power Quality monitoring,smart meter,9,IOT-App,EPS-Source,2000
IEEE 1459-2010,smart meter,9,IOT-App,EPS-Source,2000
Power Quality monitoring,IoT,9,IOT-App,IOT-App,2000
IEEE 1459-2010,IoT,9,IOT-App,IOT-App,2000
Optimization management,EVs,8,IOT-App,EPS-Source,2000
Electrical vehicle,EVs,8,IOT-App,EPS-Source,2000
Two-layer optimization,EVs,8,IOT-App,EPS-Source,2000
Differential evolution,EVs,8,IOT-App,EPS-Source,2000
Power distribution system,DC,9,IOT-App,EPS-Source,2000
Load balancing,SG,8,IOT-App,EPS-Source,2000
Virtual machines,SG,9,IOT-App,EPS-Source,2000
distributed power generation,EVs,7,IOT-Compute,EPS-Source,2000
battery powered vehicles,EVs,7,IOT-App,EPS-Source,2000
Battery energy storage systems,BESS,9,IOT-App,IOT-Network,2000
Smart city,EVs,8,IOT-App,EPS-Source,2000
distributed ledger technologies,IoT,9,IOT-App,IOT-App,2000
data stream analysis,DTW,8,IOT-App,IOT-App,2000
pattern query,DTW,8,IOT-App,IOT-App,2000
kernel learning,DTW,8,IOT-App,IOT-App,2000
dynamic time warping,DTW,8,IOT-App,IOT-App,2000
subsequence search,DTW,8,IOT-App,IOT-App,2000
IoT,SIMD,7,IOT-App,IOT-App,2000
machine learning,Internet of Things,8,IOT-App,IOT-App,2000
Camera communication,OCC,9,IOT-App,IOT-App,2000
Image sensor communications,OCC,9,IOT-App,IOT-App,2000
Localization,OCC,9,IOT-Compute,IOT-App,2000
Navigation,OCC,9,IOT-App,IOT-App,2000
Motion capture,OCC,9,IOT-App,IOT-App,2000
Intrusion detection,Internet of Things,9,IOT-App,IOT-App,2000
Intrusion detection,IoT,12,IOT-App,IOT-App,2000
fault detection,wireless sensor networks,8,IOT-Network,IOT-App,2000
agricultural environment,wireless sensor networks,8,IOT-App,IOT-App,2000
microenvironment,wireless sensor networks,8,IOT-App,IOT-App,2000
Steganography,IoT,9,IOT-App,IOT-App,2000
Software-defined networking,SG,8,IOT-App,EPS-Source,2000
Smart cities,SG,8,IOT-App,EPS-Source,2000
Ecosystem monitoring,IoT,8,IOT-App,IOT-App,2000
Fragile ecosystem,IoT,8,IOT-App,IOT-App,2000
Self-heated sensor,H2S,8,IOT-App,IOT-App,2000
H2S gas,H2S,8,IOT-App,IOT-App,2000
Nanojunctions,H2S,8,IOT-App,IOT-App,2000
Networked nanowires,H2S,8,IOT-App,IOT-App,2000
Neutrosophic sets,IoT,8,IOT-App,IOT-App,2000
Biomedical data analysis,IoT,8,IOT-App,IOT-App,2000
Cancer disease,IoT,8,IOT-App,IOT-App,2000
neural networks,DNN,7,IOT-App,IOT-App,2000
edge computing,DNN,12,IOT-App,IOT-App,2000
ICT architectures,IoT,15,IOT-App,IOT-App,2000
RFID system,RFID,9,EPS-Store,IOT-Network,2000
edge computing,edge node,8,IOT-App,IOT-App,2000
intrusion detection,edge node,8,IOT-App,IOT-App,2000
NS2,edge node,8,IOT-App,IOT-App,2000
routing attack,edge node,8,IOT-Network,IOT-App,2000
security,edge node,8,EPS-Source,IOT-App,2000
constrained application protocol,CoAP,8,IOT-App,EPS-Store,2000
observing resource,CoAP,8,IOT-App,EPS-Store,2000
group communication,CoAP,8,IOT-App,EPS-Store,2000
routing protocols,IoT,8,EPS-Source,IOT-App,2000
home monitoring,IoT,8,IOT-App,IOT-App,2000
river formation dynamics,IoT,8,IOT-App,IOT-App,2000
Atrial fibrillation,ECG,15,IOT-App,IOT-App,2000
ECG signal processing,ECG,15,IOT-App,IOT-App,2000
features extraction,ECG,15,IOT-App,IOT-App,2000
WBSN,ECG,15,IOT-App,IOT-App,2000
5G and beyond networks,IoT,14,IOT-App,IOT-App,2000
named data networks,IoT,14,IOT-App,IOT-App,2000
wildfire management,IoT,14,IOT-App,IOT-App,2000
industrial internet of things,IoT,8,IOT-App,IOT-App,2000
Remote patient monitoring,IoT,8,IOT-App,IOT-App,2000
Aging people,IoT,8,IOT-App,IOT-App,2000
intelligent monitoring robot,IoT,10,IOT-App,IOT-App,2000
active CCTV,IoT,10,IOT-App,IOT-App,2000
learning model,IoT,10,IOT-App,IOT-App,2000
Energy optimization,IoT,12,IOT-App,IOT-App,2000
Smart communities,IoT,12,IOT-App,IOT-App,2000
Activities of daily living,IoT,12,IOT-App,IOT-App,2000
Wireless sensors network,IoT,12,IOT-App,IOT-App,2000
Sensors' activation scheduling algorithm,IoT,12,IOT-App,IOT-App,2000
Internet of Things,DNN,9,IOT-App,IOT-App,2000
Data gathering,IoT,8,IOT-App,IOT-App,2000
Dynamic clustering,IoT,8,IOT-App,IOT-App,2000
cryptography,RFID,9,IOT-App,IOT-Network,2000
data security,RFID,9,IOT-App,IOT-Network,2000
software defined radio,RFID,9,IOT-App,IOT-Network,2000
Internet of Things,HAL,16,IOT-App,IOT-App,2000
Traffic,HAL,16,IOT-App,IOT-App,2000
Data acquisition,HAL,16,IOT-App,IOT-App,2000
Feature extraction,HAL,16,IOT-App,IOT-App,2000
Information processing,HAL,16,IOT-App,IOT-App,2000
QoS,CBF,8,IOT-App,IOT-App,2000
redundant query,CBF,8,IOT-App,IOT-App,2000
Internet of things,CBF,8,EPS-Source,IOT-App,2000
network flooding,CBF,8,EPS-Load,IOT-App,2000
energy efficiency,CBF,8,IOT-App,IOT-App,2000
Industry 4,Industry 4.0,22,IOT-App,IOT-App,2000
0,Industry 4.0,26,IOT-App,IOT-App,2000
Multiple-access edge computing,Internet of Things,10,IOT-App,IOT-App,2000
Environment monitoring,Internet of Things,10,IOT-App,IOT-App,2000
Heterogeneous wireless sensor networks,WSN,9,IOT-App,IOT-Network,2000
Area coverage,WSN,9,IOT-App,IOT-Network,2000
Internet of Things,HDPCR,12,IOT-App,IOT-App,2000
Heterogeneous wireless sensor networks,HDPCR,12,IOT-App,IOT-App,2000
Area coverage,HDPCR,12,IOT-App,IOT-App,2000
Magnetoresistive sensor,MR,16,IOT-App,IOT-App,2000
research and development (R&D) guide,MR,16,IOT-App,IOT-App,2000
roadmap,MR,16,IOT-App,IOT-App,2000
smart living,MR,16,IOT-App,IOT-App,2000
Internet of Things,MR,16,IOT-App,IOT-App,2000
Smart-building management system,IoT,8,IOT-App,IOT-App,2000
Vertical integration,IoT,8,IOT-App,IOT-App,2000
Data offloading,IoT,12,IOT-App,IOT-App,2000
Backscatter modulation,BM,15,IOT-App,IOT-App,2000
performance evaluation,BM,15,IOT-App,IOT-App,2000
negative resistance,BM,15,IOT-App,IOT-App,2000
reflection amplifier,BM,15,IOT-App,IOT-App,2000
bidirectional amplifier,BM,15,IOT-App,IOT-App,2000
read-write backscatter tag,BM,15,IOT-App,IOT-App,2000
RFID tags,BM,15,IOT-App,IOT-App,2000
geometric representation,BM,15,IOT-App,IOT-App,2000
Self-powered nanosystem,SVS,8,IOT-App,IOT-App,2000
Triboelectric nanogenerator,SVS,8,IOT-App,IOT-App,2000
Photodetector,SVS,8,IOT-App,IOT-App,2000
Visualization,SVS,8,IOT-App,IOT-App,2000
feature selection,IoT,12,IOT-App,IOT-App,2000
social media,IoT,7,IOT-App,IOT-App,2000
Polyvinylidene fluoride nanofiber,TENG,8,IOT-App,IOT-App,2000
Acoustic energy,TENG,8,IOT-App,IOT-App,2000
Self-powered sensors,TENG,8,IOT-App,IOT-App,2000
Range query processing,IoT,8,IOT-App,IOT-App,2000
Multi-dimensional data indexing,IoT,8,IOT-App,IOT-App,2000
Voronoi diagram,IoT,8,IOT-App,IOT-App,2000
IoT energy efficiency,IoT,8,IOT-App,IOT-App,2000
Dementia,IoT,8,IOT-App,IOT-App,2000
Haversine Formula,IoT,8,IOT-App,IOT-App,2000
GPS Sensor,IoT,8,IOT-App,IOT-App,2000
Smart home platforms,AEGIS,10,IOT-App,IOT-App,2000
Context-awareness,AEGIS,10,IOT-App,IOT-App,2000
Intrusion detection,AEGIS,10,IOT-App,IOT-App,2000
Malware analysis,AEGIS,10,IOT-App,IOT-App,2000
IoT security,AEGIS,10,EPS-Store,IOT-App,2000
Message Queuing Telemetry Transport,IoT,10,IOT-App,IOT-App,2000
IoT,GUI,15,IOT-App,IOT-App,2000
Uncertainty,IoT,9,EPS-Source,IOT-App,2000
Spatio-temporal Access Control,IoT,9,IOT-App,IOT-App,2000
Supervised Learning,IoT,9,IOT-App,IOT-App,2000
Prediction Model,IoT,9,IOT-App,IOT-App,2000
Industrial IoT,Internet of Things,18,IOT-App,IOT-App,2000
Automation,Internet of Things,18,IOT-App,IOT-App,2000
Wearable Sensors,Internet of Things,12,IOT-App,IOT-App,2000
Thing speak,Internet of Things,18,IOT-App,IOT-App,2000
Concrete transportation,IoT,8,IOT-App,IOT-App,2000
Solidification,IoT,8,IOT-App,IOT-App,2000
Eheatlh ecosystem,Internet of Things,9,IOT-App,IOT-App,2000
SDN,Internet of Things,9,EPS-Store,IOT-App,2000
Software Define Network,Internet of Things,9,IOT-App,IOT-App,2000
Virtualization,Internet of Things,9,IOT-App,IOT-App,2000
Android app,smart home system,8,IOT-App,IOT-App,2000
internet of things,smart home system,8,EPS-Store,IOT-App,2000
NETPIE,smart home system,8,IOT-App,IOT-App,2000
LINE Notify,smart home system,8,IOT-App,IOT-App,2000
IOT,PV,8,EPS-Load,EPS-Source,2000
RFID,PV,8,IOT-Network,EPS-Source,2000
SMTP,PV,8,IOT-App,EPS-Source,2000
Arduino,PV,8,IOT-App,EPS-Source,2000
Bluetooth,PV,8,IOT-App,EPS-Source,2000
Model-driven Engineering (M Software,IoT,9,IOT-App,IOT-App,2000
Smart Fire Detection System,IoT,9,IOT-App,IOT-App,2000
Particle swarm optimization,wireless sensor networks,8,EPS-Store,IOT-App,2000
Classification algorithms,wireless sensor networks,8,IOT-App,IOT-App,2000
Monitoring,wireless sensor networks,8,IOT-Network,IOT-App,2000
mobile wireless sensor networks,wireless sensor networks,8,IOT-App,IOT-App,2000
swarm intelligent optimization algorithm,wireless sensor networks,8,IOT-App,IOT-App,2000
performance optimization,wireless sensor networks,8,IOT-App,IOT-App,2000
multi-objective optimization,wireless sensor networks,8,EPS-Store,IOT-App,2000
Connected health,IoT,12,IOT-App,IOT-App,2000
IoT,recurrent neural networks,11,IOT-App,IOT-App,2000
Availability,IoT,8,IOT-App,IOT-App,2000
Redundancy,IoT,8,IOT-App,IOT-App,2000
Fault-tolerant,IoT,8,IOT-App,IOT-App,2000
State machine,IoT,8,IOT-App,IOT-App,2000
Distributed consensus,IoT,8,IOT-App,IOT-App,2000
Arrhythmia,ECG,15,IOT-App,IOT-App,2000
atrial fibrillation,ECG,15,IOT-App,IOT-App,2000
convolutional neural network,ECG,15,IOT-App,IOT-App,2000
electrocardiogram,ECG,15,IOT-App,IOT-App,2000
artificial intelligence of things,ECG,15,IOT-App,IOT-App,2000
wearable device,ECG,15,IOT-App,IOT-App,2000
application,ECG,15,IOT-App,IOT-App,2000
cloud server,ECG,15,IOT-App,IOT-App,2000
intrusion detection,WSN,10,IOT-App,IOT-Network,2000
clustering,WSN,10,IOT-App,IOT-Network,2000
smart city application,IoT,15,IOT-App,IOT-App,2000
micro service,IoT,20,IOT-App,IOT-App,2000
dynamic resource management,IoT,15,IOT-App,IOT-App,2000
information fusion,IoT,7,IOT-App,IOT-App,2000
Food quality and quantity,IoT,9,IOT-App,IOT-App,2000
advanced agriculture practices,IoT,9,IOT-App,IOT-App,2000
urban farming,IoT,9,IOT-App,IOT-App,2000
agriculture robots,IoT,9,IOT-App,IOT-App,2000
future food expectation,IoT,9,IOT-App,IOT-App,2000
Threat,IoT,10,IOT-App,IOT-App,2000
readout integrated circuit,CMOS,7,IOT-App,IOT-App,2000
Hydroponic vegetable,EC,9,IOT-App,IOT-App,2000
Mobile application,EC,9,IOT-App,IOT-App,2000
continuous monitoring,IoT,14,IOT-App,IOT-App,2000
collaborative offloading,IoT,8,IOT-App,IOT-App,2000
data drop-off rate,IoT,8,IOT-App,IOT-App,2000
waste management,IoT,12,IOT-App,IOT-App,2000
search engine,IoT,14,IOT-App,IOT-App,2000
challenges and research opportunities,IoT,14,IOT-App,IOT-App,2000
data mining and analytics,IoT,14,IOT-App,IOT-App,2000
Deep Learning,LSTM,8,IOT-Network,IOT-App,2000
Recurrent Neural Networks,LSTM,8,IOT-App,IOT-App,2000
Long Short-Term Memory,LSTM,8,IOT-App,IOT-App,2000
Internet of Things,LSTM,10,IOT-App,IOT-App,2000
LoRaWAN,LSTM,8,IOT-Network,IOT-App,2000
Long Range Wide Area Network,LSTM,8,IOT-App,IOT-App,2000
provable data integrity,IoT,8,IOT-App,IOT-App,2000
privacy preserving,IoT,8,IOT-App,IOT-App,2000
public auditability,IoT,8,IOT-App,IOT-App,2000
short signature,IoT,8,IOT-App,IOT-App,2000
ZSS signature,IoT,8,IOT-App,IOT-App,2000
GSM module,LPG,14,IOT-App,IOT-App,2000
gas sensor,LPG,14,IOT-App,IOT-App,2000
load sensor,LPG,14,IOT-App,IOT-App,2000
Arduino Uno R3,LPG,14,IOT-App,IOT-App,2000
internet of things,LPG,14,EPS-Store,IOT-App,2000
IoT,RDCM,12,IOT-App,IOT-App,2000
WSN,RDCM,12,IOT-Network,IOT-App,2000
data collection,RDCM,12,IOT-App,IOT-App,2000
energy consumption,RDCM,12,EPS-Store,IOT-App,2000
multivariate sensors,RDCM,12,IOT-App,IOT-App,2000
PSO,IoT,12,IOT-App,IOT-App,2000
Internet of Things,QoE,7,IOT-App,IOT-App,2000
Telemedicine,mHealth,8,IOT-App,IOT-App,2000
Internet of thing,mHealth,8,IOT-App,IOT-App,2000
healthcare,mHealth,8,EPS-Store,IOT-App,2000
triage,mHealth,8,IOT-App,IOT-App,2000
hospital selection,mHealth,8,IOT-App,IOT-App,2000
medical centre failure,mHealth,8,IOT-App,IOT-App,2000
machine learning,ML,13,IOT-App,IOT-App,2000
Internet of Things,ML,15,IOT-App,IOT-App,2000
LDoS attack,LDoS,10,IOT-App,IOT-App,2000
HHT,LDoS,10,IOT-App,IOT-App,2000
trust evaluation,LDoS,10,IOT-App,IOT-App,2000
ZigBee WSN,LDoS,10,IOT-App,IOT-App,2000
IoT,LDoS,10,IOT-App,IOT-App,2000
intrusion detection,LDoS,10,IOT-App,IOT-App,2000
LDoS attack,IMF,8,IOT-App,IOT-App,2000
HHT,IMF,8,IOT-App,IOT-App,2000
trust evaluation,IMF,8,IOT-App,IOT-App,2000
ZigBee WSN,IMF,8,IOT-App,IOT-App,2000
IoT,IMF,8,IOT-App,IOT-App,2000
intrusion detection,IMF,8,IOT-App,IOT-App,2000
Error correction,LCPC,10,IOT-App,IOT-App,2000
Error detection,LCPC,10,IOT-App,IOT-App,2000
Forward error correction,LCPC,10,IOT-App,IOT-App,2000
LDPC,LCPC,10,IOT-App,IOT-App,2000
Linear error detection,LCPC,10,IOT-App,IOT-App,2000
Wireless networking,LCPC,10,IOT-App,IOT-App,2000
testing platform,wireless sensor networks,21,IOT-App,IOT-App,2000
heterogeneity,wireless sensor networks,21,IOT-App,IOT-App,2000
Internet of Things,SCC,8,IOT-App,IOT-App,2000
Reinforcement Learning,IoT,10,IOT-App,IOT-App,2000
Internet of things,BASNs,8,EPS-Source,IOT-App,2000
body area network,BASNs,8,IOT-App,IOT-App,2000
body area sensor network,BASNs,8,IOT-App,IOT-App,2000
biomedical sensors,BASNs,8,IOT-App,IOT-App,2000
healthcare,BASNs,8,EPS-Store,IOT-App,2000
routing protocol,BASNs,8,IOT-App,IOT-App,2000
Wireless communication,5G,8,IOT-App,IOT-App,2000
2D metallic nanomaterials,IoT,10,IOT-App,IOT-App,2000
niobium diselenide,IoT,10,IOT-App,IOT-App,2000
wearable electronics,IoT,10,IOT-App,IOT-App,2000
antenna,IoT,10,IOT-App,IOT-App,2000
thin film,IoT,10,IOT-App,IOT-App,2000
2D metallic nanomaterials,IoV,8,IOT-App,IOT-App,2000
niobium diselenide,IoV,8,IOT-App,IOT-App,2000
wearable electronics,IoV,8,IOT-App,IOT-App,2000
antenna,IoV,8,IOT-App,IOT-App,2000
thin film,IoV,8,IOT-App,IOT-App,2000
optimization,MEC,13,EPS-Source,IOT-App,2000
Network slicing,network slicing,9,IOT-App,IOT-Network,2000
Quality of service,network slicing,9,IOT-App,IOT-Network,2000
LoRa,network slicing,9,IOT-App,IOT-Network,2000
Antenna measurements,5G,12,IOT-App,IOT-App,2000
Instruments,5G,12,IOT-App,IOT-App,2000
Battery charge measurement,5G,12,IOT-App,IOT-App,2000
Power measurement,5G,12,IOT-App,IOT-App,2000
Batteries,5G,12,IOT-App,IOT-App,2000
Antenna measurements,IoT,10,IOT-App,IOT-App,2000
Instruments,IoT,10,IOT-App,IOT-App,2000
Battery charge measurement,IoT,10,IOT-App,IOT-App,2000
Power measurement,IoT,10,IOT-App,IOT-App,2000
Batteries,IoT,10,IOT-App,IOT-App,2000
IoT communication,IoT,11,IOT-App,IOT-App,2000
URLLC,IoT,22,IOT-App,IOT-App,2000
Compressed sensing,IoT,7,IOT-App,IOT-App,2000
Pricing mechanism,IoT,15,IOT-App,IOT-App,2000
loT network providers,IoT,15,IOT-App,IOT-App,2000
Complementary services,IoT,15,IOT-App,IOT-App,2000
heterogeneous IoT,IoT,7,IOT-App,IOT-App,2000
Cluster head selection,IoT,8,IOT-App,IOT-App,2000
Task analysis,IoT,9,IOT-App,IOT-App,2000
Quality of experience,IoT,8,IOT-App,IOT-App,2000
Security protocols,5G,12,IOT-App,IOT-App,2000
Quantum hash function,5G,12,IOT-App,IOT-App,2000
Quantum walks,5G,12,IOT-App,IOT-App,2000
communication security,IoT,8,IOT-App,IOT-App,2000
Security,intrusion detection system,8,EPS-Grid,IOT-App,2000
attacks,intrusion detection system,8,IOT-App,IOT-App,2000
prevention,intrusion detection system,8,IOT-App,IOT-App,2000
efficiency,intrusion detection system,8,IOT-App,IOT-App,2000
performance,intrusion detection system,8,EPS-Store,IOT-App,2000
prevention,IoT,10,IOT-App,IOT-App,2000
efficiency,IoT,17,IOT-App,IOT-App,2000
ICMP time exceeded packet,ICMP,8,IOT-App,IOT-App,2000
iot botnet,ICMP,8,IOT-App,IOT-App,2000
Mirai botnet,ICMP,8,IOT-App,IOT-App,2000
rtt delay,ICMP,8,IOT-App,IOT-App,2000
performance analysis,ICMP,8,IOT-App,IOT-App,2000
quality of service,ICMP,8,EPS-Grid,IOT-App,2000
Real-time wireless networks,D-2-PaS,12,IOT-App,IOT-App,2000
disturbances,D-2-PaS,12,IOT-App,IOT-App,2000
distributed and dynamic packet scheduling,D-2-PaS,12,IOT-App,IOT-App,2000
5G,reinforcement learning,8,IOT-App,IOT-App,2000
Sensor network lifetime,WSN,8,IOT-App,IOT-Network,2000
Network throughput,WSN,8,IOT-App,IOT-Network,2000
Solar energy harvesting,WSN,8,IOT-App,IOT-Network,2000
Smart agriculture,WSN,8,IOT-App,IOT-Network,2000
Smart transportation,IoT,10,IOT-App,IOT-App,2000
Dynamic adaptation,M2M,10,IOT-App,EPS-Store,2000
Performance improvement,M2M,10,IOT-App,EPS-Store,2000
Contention window,M2M,10,IOT-App,EPS-Store,2000
5G,UAVs,11,IOT-App,IOT-App,2000
electroencephalography,BCI,7,IOT-App,IOT-App,2000
attribute-based encryption,IoT,10,IOT-App,IOT-App,2000
open-source frameworks,IoT,10,IOT-App,IOT-App,2000
multiple application layer protocols,IoT,10,IOT-App,IOT-App,2000
Energy-harvesting,WSN,12,IOT-App,IOT-Network,2000
Routing,WSN,12,IOT-App,IOT-Network,2000
Heterogeneity,WSN,12,IOT-App,IOT-Network,2000
SWIPT,RF,8,IOT-App,EPS-Load,2000
Precision agriculture,wireless communication,10,IOT-App,EPS-Store,2000
Wireless communication technology,wireless communication,10,IOT-App,EPS-Store,2000
Wireless ad hoc network,IoT,12,IOT-App,IOT-App,2000
Spectrum sensing,IoT,12,IOT-App,IOT-App,2000
Medium access control,IoT,18,IOT-App,IOT-App,2000
RF fingerprinting,IoT,22,IOT-App,IOT-App,2000
wireless sensor networks,CH,10,IOT-App,IOT-Network,2000
Pervasive computing,IoT,9,EPS-Grid,IOT-App,2000
Location sensing,IoT,9,IOT-App,IOT-App,2000
Receiver signal strength indicator,IoT,9,IOT-App,IOT-App,2000
5G mobile communication,CPCL,8,IOT-App,IOT-App,2000
Vehicle-to-everything,CPCL,8,IOT-App,IOT-App,2000
Spaceborne radar,CPCL,8,IOT-App,IOT-App,2000
Automobiles,CPCL,8,IOT-App,IOT-App,2000
Land mobile radio,CPCL,8,IOT-App,IOT-App,2000
Lighting,CPCL,8,IOT-App,IOT-App,2000
Internet of Things,CPCL,8,IOT-App,IOT-App,2000
Wireless sensor networks,CPCL,8,EPS-Source,IOT-App,2000
Data forwarding,IoT,14,IOT-App,IOT-App,2000
relay nodes,IoT,8,IOT-App,IOT-App,2000
Underground coal mines,IoT,8,IOT-App,IOT-App,2000
Sensing platform,IoT,8,IOT-App,IOT-App,2000
Embedded intelligence,IoT,10,IOT-App,IOT-App,2000
Outlier detection,IoT,10,IOT-App,IOT-App,2000
application case study,IoT,10,IOT-App,IOT-App,2000
flow-based programming,IoT,10,IOT-App,IOT-App,2000
energy harvesting,WPT,14,IOT-App,IOT-App,2000
congestion control,5G,20,IOT-App,IOT-App,2000
ant colony optimization,IoT,10,IOT-App,IOT-App,2000
energy efficiency,SE,7,IOT-App,IOT-App,2000
unmanned aerial vehicle,UAVs,13,IOT-App,IOT-App,2000
NB-IoT,MTC,10,IOT-App,IOT-App,2000
Narrowband-Internet of Things,MTC,10,IOT-App,IOT-App,2000
NOMA,MTC,10,IOT-App,IOT-App,2000
nonorthogonal multiple access,MTC,10,IOT-App,IOT-App,2000
resource allocation,MTC,10,IOT-App,IOT-App,2000
edge computing,Internet of Things,14,IOT-App,IOT-App,2000
eHealth systems,ML,9,IOT-App,IOT-App,2000
Machine learning,ML,13,IOT-App,IOT-App,2000
Next-generation dense WLANs,ML,9,IOT-App,IOT-App,2000
MAC layer channel access,ML,9,IOT-App,IOT-App,2000
WPT,IoT,8,IOT-App,IOT-App,2000
Geographic routing,flying ad hoc networks,9,IOT-App,IOT-App,2000
multicast,flying ad hoc networks,9,IOT-App,IOT-App,2000
prediction,flying ad hoc networks,9,IOT-App,IOT-App,2000
drone,flying ad hoc networks,9,IOT-App,IOT-App,2000
unmanned aerial system,flying ad hoc networks,9,IOT-App,IOT-App,2000
unmanned aerial vehicle,flying ad hoc networks,9,IOT-App,IOT-App,2000
flying ad hoc network,flying ad hoc networks,9,IOT-App,IOT-App,2000
Optimizing Network Engineering Tools Modeler,flying ad hoc networks,9,IOT-App,IOT-App,2000
IIoT,OPC,7,IOT-Network,IOT-App,2000
machine learning,5G,18,IOT-App,IOT-App,2000
decision tree algorithm,5G,18,IOT-App,IOT-App,2000
C4.5,5G,18,IOT-App,IOT-App,2000
machine learning,DT,11,IOT-App,IOT-App,2000
decision tree algorithm,DT,9,IOT-App,IOT-App,2000
IoT,DT,9,IOT-App,IOT-App,2000
WSN,DT,9,IOT-Network,IOT-App,2000
C4.5,DT,9,IOT-App,IOT-App,2000
congestion control,DT,9,IOT-App,IOT-App,2000
5G network,DT,9,IOT-App,IOT-App,2000
SNR,IoT,8,IOT-Network,IOT-App,2000
Internet of Things,PLC,10,IOT-App,IOT-Network,2000
communication constraints,IoT,12,IOT-App,IOT-App,2000
decentralized application,IoT,12,IOT-App,IOT-App,2000
Internet of Things technology,Internet of Things,13,IOT-App,IOT-App,2000
Role-based access control,IoT,12,IOT-App,IOT-App,2000
Cooperative RBAC,IoT,12,IOT-App,IOT-App,2000
Collaboration IoT-based RBAC,IoT,12,IOT-App,IOT-App,2000
Cooperative trust evaluation,IoT,12,IOT-App,IOT-App,2000
Massive IoT application,IoT,12,IOT-App,IOT-App,2000
Cybersecurity,5G,7,IOT-Network,IOT-App,2000
LoRa modulation,LoRa,30,IOT-App,IOT-App,2000
coverage probability,LoRa,18,IOT-App,IOT-App,2000
SNR and SIR thresholds,LoRa,18,IOT-App,IOT-App,2000
