Source Node,Target Node,Pair Count,SNDomain,TNDomain,year
dynamic networks,DADS,6,IOT-App,IOT-App,2000
computation offloading,WBAN,6,IOT-App,IOT-App,2000
HetNets,WBAN,6,IOT-App,IOT-App,2000
heterogeneous networks,WBAN,6,IOT-App,IOT-App,2000
MEC,WBAN,6,IOT-Network,IOT-App,2000
multi-access edge computing,WBAN,6,IOT-App,IOT-App,2000
NOMA,WBAN,6,IOT-App,IOT-App,2000
non-orthogonal multiple access,WBAN,6,IOT-App,IOT-App,2000
resource allocation,WBAN,6,IOT-App,IOT-App,2000
UAV,WBAN,6,IOT-App,IOT-App,2000
unmanned aerial vehicles,WBAN,6,IOT-Compute,IOT-App,2000
bounded-error approximation,IoT,6,IOT-App,IOT-App,2000
piecewise linear,IoT,6,IOT-App,IOT-App,2000
resolution reduction,IoT,6,IOT-App,IOT-App,2000
Over-the-air computation,IoT,6,IOT-App,IOT-App,2000
WPT,IoT,8,IOT-App,IOT-App,2000
multiple-input multiple-output,IoT,6,IOT-App,IOT-App,2000
beamforming,IoT,6,IOT-App,IOT-App,2000
HIoT,IoT,6,IOT-App,IOT-App,2000
heterogeneous Internet-of-Things,IoT,6,IOT-App,IOT-App,2000
Geographic routing,flying ad hoc networks,9,IOT-App,IOT-App,2000
multicast,flying ad hoc networks,9,IOT-App,IOT-App,2000
prediction,flying ad hoc networks,9,IOT-App,IOT-App,2000
drone,flying ad hoc networks,9,IOT-App,IOT-App,2000
unmanned aerial system,flying ad hoc networks,9,IOT-App,IOT-App,2000
unmanned aerial vehicle,flying ad hoc networks,9,IOT-App,IOT-App,2000
flying ad hoc network,flying ad hoc networks,9,IOT-App,IOT-App,2000
Optimizing Network Engineering Tools Modeler,flying ad hoc networks,9,IOT-App,IOT-App,2000
Space-air-ground networks,integrated Internet of things,5,IOT-App,IOT-App,2000
Internet of Things,integrated Internet of things,5,IOT-App,IOT-App,2000
authentication,integrated Internet of things,5,EPS-Source,IOT-App,2000
Privacy,MEC,6,IOT-Network,IOT-Network,2000
Mobility,MEC,6,IOT-App,IOT-Network,2000
Multiple-access edge computing,MEC,6,IOT-App,IOT-Network,2000
Congestion control,M2M,5,IOT-App,EPS-Store,2000
Q-learning algorithm,M2M,5,IOT-App,EPS-Store,2000
Resource separation,M2M,5,IOT-App,EPS-Store,2000
LTE-Advanced,M2M,5,EPS-Grid,EPS-Store,2000
fifth-generation mobile communication system,5G,5,IOT-App,IOT-App,2000
photonic technology,5G,5,IOT-App,IOT-App,2000
patent,5G,5,IOT-App,IOT-App,2000
key technology,5G,5,IOT-App,IOT-App,2000
network analysis,5G,5,IOT-App,IOT-App,2000
IIoT,OPC,7,IOT-App,IOT-App,2000
machine learning,5G,18,IOT-App,IOT-App,2000
decision tree algorithm,5G,18,IOT-App,IOT-App,2000
C4.5,5G,18,IOT-App,IOT-App,2000
machine learning,DT,11,IOT-App,IOT-App,2000
decision tree algorithm,DT,9,IOT-App,IOT-App,2000
IoT,DT,9,IOT-App,IOT-App,2000
WSN,DT,9,IOT-App,IOT-App,2000
C4.5,DT,9,IOT-App,IOT-App,2000
congestion control,DT,9,IOT-App,IOT-App,2000
5G network,DT,9,IOT-App,IOT-App,2000
Energy consumption monitoring,IoT,6,IOT-App,IOT-App,2000
Energy state monitoring system,IoT,6,IOT-App,IOT-App,2000
Wireless communication network,IoT,6,IOT-App,IOT-App,2000
LPWAN,GWs,6,IOT-Network,IOT-App,2000
sensor lifetime,IoT,6,IOT-App,IOT-App,2000
SNR,IoT,8,IOT-Percept,IOT-App,2000
congestion,IoT,6,IOT-Network,IOT-App,2000
Internet of Things,PLC,10,IOT-App,EPS-Load,2000
communication constraints,IoT,12,IOT-App,IOT-App,2000
decentralized application,IoT,12,IOT-App,IOT-App,2000
public key encryption with keyword search,WSN,6,IOT-App,IOT-App,2000
off-line keyword guessing attack,WSN,6,IOT-App,IOT-App,2000
on-line keyword guessing attack,WSN,6,IOT-App,IOT-App,2000
wireless sensor networks,KGA,6,IOT-App,IOT-App,2000
cloud computing,KGA,6,EPS-Grid,IOT-App,2000
Internet of Things,KGA,6,IOT-App,IOT-App,2000
public key encryption with keyword search,KGA,6,IOT-App,IOT-App,2000
off-line keyword guessing attack,KGA,6,IOT-App,IOT-App,2000
on-line keyword guessing attack,KGA,6,IOT-App,IOT-App,2000
Signal processing,VMD,6,IOT-App,IOT-App,2000
Authentication,VMD,6,IOT-App,IOT-App,2000
Security,VMD,6,EPS-Grid,IOT-App,2000
Wireless communications,VMD,6,EPS-Store,IOT-App,2000
Radiometric identification,VMD,6,IOT-App,IOT-App,2000
Variational mode decomposition,VMD,6,IOT-App,IOT-App,2000
Internet of Things technology,Internet of Things,13,IOT-App,IOT-App,2000
Assisted living technology,Internet of Things,6,IOT-App,IOT-App,2000
Received signal strength indication,Internet of Things,6,IOT-Network,IOT-App,2000
Indoor positioning system,Internet of Things,6,IOT-App,IOT-App,2000
Senior living,Internet of Things,6,IOT-App,IOT-App,2000
Role-based access control,IoT,12,IOT-App,IOT-App,2000
Cooperative RBAC,IoT,12,IOT-App,IOT-App,2000
Collaboration IoT-based RBAC,IoT,12,IOT-App,IOT-App,2000
Cooperative trust evaluation,IoT,12,IOT-App,IOT-App,2000
Massive IoT application,IoT,12,IOT-App,IOT-App,2000
Cybersecurity,5G,7,IOT-Network,IOT-App,2000
LoRa modulation,LoRa,30,IOT-App,IOT-App,2000
coverage probability,LoRa,18,IOT-App,IOT-App,2000
SNR and SIR thresholds,LoRa,18,IOT-App,IOT-App,2000
network capacity planning,LoRa,18,IOT-App,IOT-App,2000
multi-gateway,IoT,5,IOT-App,IOT-App,2000
cryptanalysis,IoT,5,IOT-App,IOT-App,2000
BAN logic,IoT,5,IOT-App,IOT-App,2000
smart farming,IoT,7,IOT-App,IOT-App,2000
IoT farming,IoT,7,IOT-App,IOT-App,2000
agriculture smart system,IoT,7,IOT-App,IOT-App,2000
WSN agriculture,IoT,7,IOT-App,IOT-App,2000
digital farming,IoT,7,IOT-App,IOT-App,2000
ant colony optimization,IoV,6,IOT-App,IOT-App,2000
clustering,IoV,6,IOT-App,IOT-App,2000
5G wireless networks,IoV,6,IOT-App,IOT-App,2000
routing,IoV,6,IOT-App,IOT-App,2000
vehicular ad hoc networks,IoV,6,IOT-App,IOT-App,2000
particle swarm optimization,IoV,6,EPS-Store,IOT-App,2000
5G optical transport networks,5G,10,IOT-App,IOT-App,2000
optical devices,5G,10,IOT-App,IOT-App,2000
optical transport system,5G,10,IOT-App,IOT-App,2000
optical switching,5G,10,IOT-App,IOT-App,2000
optical networking,5G,10,IOT-App,IOT-App,2000
Machine learning,wireless communication,6,IOT-App,IOT-App,2000
Energy analysis,IoT,16,IOT-App,IOT-App,2000
Narrow Band Internet of Things,Internet of Things,8,IOT-App,IOT-App,2000
efficiency,Internet of Things,10,IOT-App,IOT-App,2000
authentication,Internet of Things,5,EPS-Source,IOT-App,2000
IEEE802,EB,6,IOT-App,IOT-App,2000
15,EB,6,EPS-Grid,IOT-App,2000
4-TSCH,EB,6,IOT-App,IOT-App,2000
network formation,EB,6,IOT-App,IOT-App,2000
mobility,EB,6,IOT-Percept,IOT-App,2000
IIoT,EB,6,IOT-App,IOT-App,2000
CVD,ECGs,6,IOT-App,IOT-App,2000
Cardiovascular diseasemonitoring,ECGs,6,IOT-App,IOT-App,2000
eHealth and mHealth,ECGs,6,IOT-App,IOT-App,2000
ECG,ECGs,6,IOT-App,IOT-App,2000
electrocardiogram,ECGs,6,IOT-App,IOT-App,2000
electrocardiogram QRS detection,ECGs,6,IOT-App,IOT-App,2000
IoT,ECGs,6,IOT-App,IOT-App,2000
Internet of Things,ECGs,6,IOT-App,IOT-App,2000
SQA,ECGs,6,IOT-App,IOT-App,2000
signal quality assessment,ECGs,6,IOT-App,IOT-App,2000
wearable ECG device,ECGs,6,IOT-App,IOT-App,2000
Caching,reinforcement learning,6,IOT-App,IOT-App,2000
Data forwarding,FCTF,6,IOT-App,IOT-App,2000
dynamic community detection,FCTF,6,IOT-App,IOT-App,2000
fog computing,FCTF,6,IOT-App,IOT-App,2000
IoT,FCTF,6,IOT-App,IOT-App,2000
Internet of Things,FCTF,6,IOT-App,IOT-App,2000
trustworthy,FCTF,6,IOT-App,IOT-App,2000
stochastic geometry,outage probability,5,IOT-Network,EPS-Store,2000
particulate matter,IoT,5,IOT-App,IOT-App,2000
LTE-A Pro,5G,5,IOT-App,IOT-App,2000
CA,5G,5,IOT-App,IOT-App,2000
Carrier Aggregation,5G,5,IOT-App,IOT-App,2000
Carrier Component,5G,5,IOT-App,IOT-App,2000
IoV,5G,5,IOT-App,IOT-App,2000
Unmanned aerial vehicle,DP,8,IOT-App,IOT-App,2000
IoD,DP,8,IOT-App,IOT-App,2000
MAVLink,DP,8,IOT-App,IOT-App,2000
ROS,DP,8,IOT-App,IOT-App,2000
Cloud,DP,8,EPS-Store,IOT-App,2000
Fog computing,SPF,6,IOT-Network,IOT-App,2000
Information-centric networking,SPF,6,IOT-App,IOT-App,2000
Value of information,SPF,6,IOT-App,IOT-App,2000
fiber Bragg gratings,IoT,5,IOT-App,IOT-App,2000
acousto-optic modulator,IoT,5,IOT-App,IOT-App,2000
frequency-shift keying,IoT,5,IOT-App,IOT-App,2000
Graphical Games,IoBT,5,IOT-App,IOT-App,2000
Information Theory,IoBT,5,IOT-App,IOT-App,2000
Cluster formation protocol,IoT,9,IOT-App,IOT-App,2000
Cluster based routing,IoT,9,IOT-App,IOT-App,2000
Neuro-fuzzy inference system,IoT,9,IOT-App,IOT-App,2000
Neuro-fuzzy rules,IoT,9,IOT-App,IOT-App,2000
Residual energy,IoT,9,IOT-Network,IOT-App,2000
IP camera,IoT,5,IOT-App,IOT-App,2000
IP camera security,IoT,5,IOT-App,IOT-App,2000
NVR security,IoT,5,IOT-App,IOT-App,2000
video security,IoT,5,IOT-App,IOT-App,2000
PV monitoring,PV,6,IOT-App,EPS-Source,2000
low-cost solutions,PV,6,IOT-App,EPS-Source,2000
LoRa technology,PV,6,IOT-App,EPS-Source,2000
PV monitoring,IoT,18,IOT-App,IOT-App,2000
low-cost solutions,IoT,18,IOT-App,IOT-App,2000
LoRa technology,IoT,18,IOT-App,IOT-App,2000
Task offloading,BLE,8,IOT-App,IOT-App,2000
UAV-aided edge computing,BLE,8,IOT-App,IOT-App,2000
energy minimization,BLE,8,IOT-App,IOT-App,2000
bit allocation,BLE,8,IOT-App,IOT-App,2000
trajectory optimization,BLE,8,IOT-App,IOT-App,2000
Task offloading,IoT,13,IOT-App,IOT-App,2000
UAV-aided edge computing,IoT,13,IOT-App,IOT-App,2000
energy minimization,IoT,13,IOT-App,IOT-App,2000
bit allocation,IoT,13,IOT-App,IOT-App,2000
trajectory optimization,IoT,13,IOT-App,IOT-App,2000
Wireless sensor networks,ACB,6,IOT-App,IOT-App,2000
analog collaborative beamforming,ACB,6,IOT-App,IOT-App,2000
virtual antenna array,ACB,6,IOT-App,IOT-App,2000
Gaussian element distributions,ACB,6,IOT-App,IOT-App,2000
LPWANs,LoRa,5,IOT-App,IOT-App,2000
LPWAN,wireless communication,6,IOT-Network,IOT-App,2000
Priority-based data transmission,wireless communication,6,IOT-App,IOT-App,2000
k-means clustering,wireless communication,6,IOT-App,IOT-App,2000
Mobile edge cloud,wireless communication,6,IOT-App,IOT-App,2000
IoT,WMN,6,IOT-App,IOT-App,2000
WSN,WMN,6,IOT-App,IOT-App,2000
Mesh networks,WMN,6,IOT-App,IOT-App,2000
BATMAN,WMN,6,IOT-App,IOT-App,2000
Double interface,WMN,6,IOT-App,IOT-App,2000
Standard,IoT,6,IOT-App,IOT-App,2000
LBS,SELS,9,EPS-Grid,IOT-App,2000
Location-based Service,SELS,9,IOT-App,IOT-App,2000
Privacy preserving,SELS,9,IOT-App,IOT-App,2000
Outsourced cloud,SELS,9,IOT-App,IOT-App,2000
IoT,SELS,9,IOT-App,IOT-App,2000
Internet-of-Things,SELS,9,IOT-App,IOT-App,2000
Software defined networking,IoT,32,IOT-App,IOT-App,2000
Wearable devices,loT,8,IOT-App,IOT-Network,2000
Key establishment,loT,8,IOT-App,IOT-Network,2000
Mutual authentication,loT,8,IOT-App,IOT-Network,2000
BAN-Logic,loT,8,IOT-App,IOT-Network,2000
AVISPA,loT,8,IOT-App,IOT-Network,2000
Network functions virtualization,IoT,15,IOT-App,IOT-App,2000
Virtual Object,IoT,9,IOT-App,IOT-App,2000
avalanche effect,IoT,5,IOT-App,IOT-App,2000
encryption time,IoT,5,IOT-App,IOT-App,2000
key confusions,IoT,5,IOT-App,IOT-App,2000
NTSA,IoT,5,IOT-App,IOT-App,2000
symmetric encryption,IoT,5,IOT-App,IOT-App,2000
tiny encryption algorithm,IoT,5,IOT-App,IOT-App,2000
IoT gateway,Internet of Things,6,IOT-App,IOT-App,2000
CPS,HPC,6,IOT-App,IOT-App,2000
Charging pricing strategy,HPC,6,IOT-App,IOT-App,2000
QoCS,HPC,6,IOT-App,IOT-App,2000
quality of charging service,HPC,6,IOT-App,IOT-App,2000
scheduling algorithm,HPC,6,IOT-App,IOT-App,2000
wireless charging,HPC,6,IOT-App,IOT-App,2000
Mobile edge computing,CPU,6,EPS-Load,IOT-App,2000
computation offloading,CPU,6,IOT-App,IOT-App,2000
stochastic control,CPU,6,IOT-App,IOT-App,2000
Markov decision process,CPU,6,IOT-App,IOT-App,2000
dynamic programming,CPU,6,IOT-Network,IOT-App,2000
Chicken swarm optimization algorithm,CS,10,IOT-App,IOT-App,2000
Cluster-based wireless sensor network,CS,10,IOT-App,IOT-App,2000
Compressive sensing matrix,CS,10,IOT-App,IOT-App,2000
Data gathering,CS,10,IOT-App,IOT-App,2000
Hybrid-CS,CS,10,IOT-App,IOT-App,2000
Plain-CS,CS,10,IOT-App,IOT-App,2000
Internet of things,CS,10,EPS-Source,IOT-App,2000
Reconstruction process,CS,10,IOT-App,IOT-App,2000
telecommunication security,IoT,9,IOT-App,IOT-App,2000
5G communications,5G,5,IOT-App,IOT-App,2000
medical big data,IoT,8,IOT-App,IOT-App,2000
data preservation,IoT,8,IOT-App,IOT-App,2000
ring signature,IoT,8,IOT-App,IOT-App,2000
PROPHET routing,IoT,6,IOT-App,IOT-App,2000
delay tolerant network,IoT,6,IOT-App,IOT-App,2000
scheduling mechanism,IoT,6,IOT-App,IOT-App,2000
ONE simulator,IoT,6,IOT-App,IOT-App,2000
ITS,vehicular monitoring,6,IOT-App,IOT-App,2000
vehicular communications,vehicular monitoring,6,IOT-App,IOT-App,2000
LoRa,vehicular monitoring,6,IOT-App,IOT-App,2000
LPWAN,vehicular monitoring,6,IOT-Network,IOT-App,2000
IoT,vehicular monitoring,6,IOT-App,IOT-App,2000
monitoring platform,vehicular monitoring,6,IOT-App,IOT-App,2000
vehicle's fuel monitoring system,RFID,6,IOT-App,EPS-Grid,2000
IOT application,RFID,6,IOT-App,EPS-Grid,2000
arduino mega 2560,RFID,6,IOT-App,EPS-Grid,2000
Internet Of Things,RFID,6,IOT-App,EPS-Grid,2000
Email notifications,RFID,6,IOT-App,EPS-Grid,2000
ATmega 2560 microcontroller,RFID,6,IOT-App,EPS-Grid,2000
Deep Reinforcement Learning,IoT,6,IOT-App,IOT-App,2000
UMTS,IoT,10,IOT-App,IOT-App,2000
IMSI,IoT,10,IOT-App,IOT-App,2000
EPSAKA Protocol,IoT,10,IOT-App,IOT-App,2000
smart hone,5G,6,IOT-App,IOT-App,2000
home automation,5G,6,IOT-App,IOT-App,2000
5G mobile networks,5G,6,IOT-App,IOT-App,2000
5G mobile systems,5G,6,IOT-App,IOT-App,2000
5G network slicing,5G,6,IOT-App,IOT-App,2000
secure communication,IoT,6,IOT-App,IOT-App,2000
Internet of things,DEEM,5,EPS-Source,IOT-App,2000
6LowPAN,DEEM,5,IOT-Network,IOT-App,2000
RPL,DEEM,5,EPS-Store,IOT-App,2000
Security,DEEM,5,EPS-Grid,IOT-App,2000
Sinkhole Attack,DEEM,5,IOT-App,IOT-App,2000
large scale wireless sensor network,wireless sensor networks,6,IOT-App,IOT-App,2000
link uncertainty,wireless sensor networks,6,IOT-App,IOT-App,2000
frame aggregation,wireless sensor networks,6,IOT-App,IOT-App,2000
fluid approximation,wireless sensor networks,6,IOT-App,IOT-App,2000
performance analysis,wireless sensor networks,6,IOT-App,IOT-App,2000
Remote User authentication,IoT,6,IOT-App,IOT-App,2000
Node capturing attack,IoT,6,IOT-App,IOT-App,2000
Gateway node bypassing attack,IoT,6,IOT-App,IOT-App,2000
Authentication Network Model,IoT,6,IOT-App,IOT-App,2000
Sensor Node,IoT,6,IOT-App,IOT-App,2000
Gateway device,IoT,6,IOT-App,IOT-App,2000
Wireless Sensor Network,RUA,6,IOT-App,IOT-App,2000
Internet of Things,RUA,6,IOT-App,IOT-App,2000
Remote User authentication,RUA,6,IOT-App,IOT-App,2000
Cryptanalysis,RUA,6,IOT-App,IOT-App,2000
Node capturing attack,RUA,6,IOT-App,IOT-App,2000
Gateway node bypassing attack,RUA,6,IOT-App,IOT-App,2000
Authentication Network Model,RUA,6,IOT-App,IOT-App,2000
Sensor Node,RUA,6,IOT-App,IOT-App,2000
Gateway device,RUA,6,IOT-App,IOT-App,2000
Hyperledger,IoT,8,IOT-App,IOT-App,2000
Packet,WSN,9,IOT-App,IOT-App,2000
PHY,WSN,9,IOT-App,IOT-App,2000
Protocol,WSN,9,IOT-App,IOT-App,2000
Interference,WSN,6,IOT-Network,IOT-App,2000
Intrusion,WSN,6,IOT-App,IOT-App,2000
MAC,WSN,6,IOT-App,IOT-App,2000
& WSN,WSN,6,IOT-App,IOT-App,2000
Ad-hoc Networks,BS,8,IOT-App,EPS-Store,2000
Network Security,BS,8,IOT-App,EPS-Store,2000
Traffic Volume Attack,BS,8,IOT-App,EPS-Store,2000
Internet of Thing,ED,6,IOT-App,IOT-Compute,2000
6LoWPAN,ED,6,EPS-Store,IOT-Compute,2000
Embedded Devices,ED,6,IOT-App,IOT-Compute,2000
performance evaluation,ED,6,IOT-App,IOT-Compute,2000
COOJA simulation,ED,6,IOT-App,IOT-Compute,2000
Internet of Thing,EC,9,IOT-App,IOT-App,2000
6LoWPAN,EC,9,EPS-Store,IOT-App,2000
Embedded Devices,EC,9,IOT-App,IOT-App,2000
performance evaluation,EC,9,IOT-App,IOT-App,2000
COOJA simulation,EC,9,IOT-App,IOT-App,2000
Embedded Devices,IoT,5,IOT-App,IOT-App,2000
5G NR,5G,5,IOT-App,IOT-App,2000
IoT Server Node,IoT,6,IOT-App,IOT-App,2000
Threadgroup,GUI,6,IOT-App,IOT-App,2000
Thread protocol,GUI,6,IOT-App,IOT-App,2000
OpenThread,GUI,6,IOT-App,IOT-App,2000
6LoWPAN,GUI,6,EPS-Store,IOT-App,2000
IEEE 802.15.4,GUI,6,EPS-Store,IOT-App,2000
TCL/TK,GUI,6,IOT-App,IOT-App,2000
IPV6,GUI,6,IOT-App,IOT-App,2000
Automobiles,Internet of Things,6,IOT-App,IOT-App,2000
DNN inference,DNN,9,IOT-App,IOT-App,2000
multi-path,DNN,9,IOT-App,IOT-App,2000
partition,DNN,9,IOT-App,IOT-App,2000
offloading,DNN,9,IOT-App,IOT-App,2000
discovery query routing,IoT,10,IOT-App,IOT-App,2000
ontology based summarization,IoT,10,IOT-App,IOT-App,2000
Wireless communication,LoRa,12,IOT-App,IOT-App,2000
Chirp modulation,LoRa,12,IOT-App,IOT-App,2000
Low-power electronics,LoRa,12,IOT-App,IOT-App,2000
Performance evaluation,LoRa,12,IOT-App,IOT-App,2000
Trade-off analysis,IoT,6,IOT-App,IOT-App,2000
Distributed Sensors,IoT,6,IOT-App,IOT-App,2000
Crowdsensing,IoT,12,IOT-App,IOT-App,2000
Abstraction,IoT,10,IOT-App,IOT-App,2000
LPWAN,LPWA,8,IOT-Network,IOT-App,2000
Artificial intelligence,ANNs,6,IOT-App,IOT-Network,2000
Evolutional model,three-dimensional,5,IOT-App,IOT-Network,2000
small-world,three-dimensional,5,IOT-App,IOT-Network,2000
ant colony algorithm,three-dimensional,5,IOT-App,IOT-Network,2000
Medical Information System,IoT,6,IOT-App,IOT-App,2000
Quality of service,IOV,8,IOT-App,IOT-App,2000
Internet of Vehicles,IOV,8,IOT-App,IOT-App,2000
Internet of Things,IOV,8,IOT-App,IOT-App,2000
VANETS,IOV,8,IOT-App,IOT-App,2000
Machine Learning Cloud Computing,IoT,7,IOT-App,IOT-App,2000
image recognition,IoT,7,IOT-App,IOT-App,2000
key exchange,IoT,6,IOT-App,IOT-App,2000
Offloading,MEC,9,IOT-App,IOT-Network,2000
task assignment,MEC,9,IOT-App,IOT-Network,2000
IEEE 802.11ac,MEC,9,IOT-App,IOT-Network,2000
image compression,IoT,6,IOT-App,IOT-App,2000
mobile edge computing,JPEG,6,IOT-App,IOT-App,2000
neural networks,JPEG,6,IOT-App,IOT-App,2000
image compression,JPEG,6,IOT-App,IOT-App,2000
Hidden Markov models,IoV,6,IOT-App,IOT-App,2000
Internet,IoV,6,IOT-App,IOT-App,2000
Safety,IoV,6,IOT-App,IOT-App,2000
Roads,IoV,6,IOT-App,IOT-App,2000
Data communication,IoV,6,IOT-App,IOT-App,2000
Authentication,IoV,12,IOT-App,IOT-App,2000
trusted authority,IoV,6,IOT-App,IOT-App,2000
channel detection and allocation,IoV,6,IOT-App,IOT-App,2000
primary user activity,IoV,6,IOT-App,IOT-App,2000
hidden markov model,IoV,6,IOT-App,IOT-App,2000
Authentication,RSU,6,IOT-App,IOT-App,2000
smart sensors,ultra-low power,6,IOT-App,IOT-App,2000
predictive maintenance,ultra-low power,6,EPS-Load,IOT-App,2000
compressed recurrent neural networks,ultra-low power,6,IOT-App,IOT-App,2000
RNN,ultra-low power,6,IOT-App,IOT-App,2000
edge computing,ultra-low power,6,IOT-App,IOT-App,2000
induction motors,ultra-low power,6,IOT-App,IOT-App,2000
bearing faults,ultra-low power,6,IOT-App,IOT-App,2000
vibration signature,ultra-low power,6,IOT-App,IOT-App,2000
electric motors,ultra-low power,6,IOT-App,IOT-App,2000
energy aware,IoT,6,IOT-App,IOT-App,2000
deep reinforcement learning,IoT,10,IOT-App,IOT-App,2000
Intelligent transportation systems,Internet of Vehicles,6,IOT-App,IOT-App,2000
vehicular and wireless technologies,Internet of Vehicles,6,IOT-App,IOT-App,2000
5G,Internet of Vehicles,6,IOT-App,IOT-App,2000
DSRC,Internet of Vehicles,6,IOT-App,IOT-App,2000
SDN,Internet of Vehicles,6,IOT-App,IOT-App,2000
mobile cloud computing,Internet of Vehicles,6,EPS-Load,IOT-App,2000
mobile edge computing,Internet of Vehicles,6,IOT-App,IOT-App,2000
Data transmission scheme,IoT,8,IOT-App,IOT-App,2000
delegated proof of node,IoT,8,IOT-App,IOT-App,2000
public IoT service,IoT,8,IOT-App,IOT-App,2000
3D deployment,IoT,9,IOT-App,IOT-App,2000
intrusion prevention,IoT,6,IOT-App,IOT-App,2000
mobile IoT,IoT,6,IOT-App,IOT-App,2000
VANETs,IoV,14,IOT-App,IOT-App,2000
MANET,IoV,14,IOT-App,IOT-App,2000
Low-Power and Lossy Networks,IoT,6,IOT-App,IOT-App,2000
Literature review,IoT,10,IOT-App,IOT-App,2000
mobile-edge computing,IoT,10,IOT-App,IOT-App,2000
industrial IoT network,IoT,10,IOT-App,IOT-App,2000
eMBB,IoT,6,IOT-Network,IOT-App,2000
Power Internet of Things,Internet of Things,6,IOT-App,IOT-App,2000
network security,Internet of Things,6,EPS-Store,IOT-App,2000
fog calculation,Internet of Things,6,IOT-App,IOT-App,2000
security monitoring,Internet of Things,6,IOT-App,IOT-App,2000
node localization,IoT,6,IOT-Network,IOT-App,2000
intelligent computing,IoT,6,IOT-App,IOT-App,2000
invasive weed optimization,IoT,6,IOT-App,IOT-App,2000
simplified quadratic approximation,IoT,6,IOT-App,IOT-App,2000
Deep learning,reinforcement learning,8,IOT-App,IOT-App,2000
Security,reinforcement learning,8,EPS-Grid,IOT-App,2000
Markov processes,reinforcement learning,8,IOT-App,IOT-App,2000
Unmanned aerial vehicles,reinforcement learning,8,IOT-App,IOT-App,2000
Ad hoc networks,reinforcement learning,8,IOT-App,IOT-App,2000
Tutorials,reinforcement learning,8,IOT-App,IOT-App,2000
deep Q-learning,reinforcement learning,8,IOT-App,IOT-App,2000
networking,reinforcement learning,8,IOT-App,IOT-App,2000
communications,reinforcement learning,8,IOT-App,IOT-App,2000
spectrum access,reinforcement learning,8,IOT-App,IOT-App,2000
rate control,reinforcement learning,8,IOT-App,IOT-App,2000
security,reinforcement learning,10,IOT-App,IOT-App,2000
caching,reinforcement learning,8,IOT-App,IOT-App,2000
data offloading,reinforcement learning,8,IOT-App,IOT-App,2000
data collection,reinforcement learning,8,IOT-App,IOT-App,2000
Reinforcement learning,DRL,8,IOT-App,IOT-App,2000
Deep learning,DRL,8,IOT-App,IOT-App,2000
Security,DRL,8,EPS-Grid,IOT-App,2000
Markov processes,DRL,8,IOT-App,IOT-App,2000
Unmanned aerial vehicles,DRL,8,IOT-App,IOT-App,2000
Ad hoc networks,DRL,8,IOT-App,IOT-App,2000
Tutorials,DRL,8,IOT-App,IOT-App,2000
Deep reinforcement learning,DRL,8,IOT-App,IOT-App,2000
deep Q-learning,DRL,8,IOT-App,IOT-App,2000
networking,DRL,8,IOT-App,IOT-App,2000
communications,DRL,8,IOT-App,IOT-App,2000
spectrum access,DRL,8,IOT-App,IOT-App,2000
rate control,DRL,8,IOT-App,IOT-App,2000
security,DRL,8,IOT-App,IOT-App,2000
caching,DRL,8,IOT-App,IOT-App,2000
data offloading,DRL,8,IOT-App,IOT-App,2000
data collection,DRL,8,IOT-App,IOT-App,2000
Optimization,UAVs,8,EPS-Source,IOT-App,2000
Unmanned aerial vehicles,UAVs,13,IOT-App,IOT-App,2000
Wireless communication,UAVs,8,IOT-App,IOT-App,2000
Throughput,UAVs,8,IOT-App,IOT-App,2000
Trajectory,UAVs,13,IOT-App,IOT-App,2000
Wireless sensor networks,UAVs,8,IOT-App,IOT-App,2000
spectrum efficiency,UAVs,8,IOT-App,IOT-App,2000
cognitive radio,UAVs,8,IOT-App,IOT-App,2000
multi-frame combined sensing,UAVs,8,IOT-App,IOT-App,2000
Intelligent agriculture,Internet of Things,8,IOT-App,IOT-App,2000
Smart homes,5G,6,EPS-Grid,IOT-App,2000
Optimization,5G,6,EPS-Source,IOT-App,2000
Routing protocols,5G,6,IOT-Network,IOT-App,2000
Manganese,5G,6,IOT-App,IOT-App,2000
route optimization,5G,6,IOT-App,IOT-App,2000
distributed mobility management,5G,6,IOT-App,IOT-App,2000
www,5G,8,IOT-App,IOT-App,2000
org,5G,8,IOT-App,IOT-App,2000
w3,5G,6,IOT-App,IOT-App,2000
Boundary value problems,IoT,6,IOT-App,IOT-App,2000
Controllability,IoT,6,IOT-App,IOT-App,2000
STEM,IoT,6,IOT-App,IOT-App,2000
IoT control,IoT,6,IOT-App,IOT-App,2000
www,IoT,24,IOT-App,IOT-App,2000
niso,IoT,6,IOT-App,IOT-App,2000
org,IoT,24,IOT-App,IOT-App,2000
schemas,IoT,6,IOT-App,IOT-App,2000
ali,IoT,6,IOT-App,IOT-App,2000
1,IoT,6,IOT-App,IOT-App,2000
0,IoT,13,IOT-App,IOT-App,2000
w3,IoT,18,IOT-App,IOT-App,2000
1998,IoT,6,IOT-App,IOT-App,2000
Math,IoT,6,IOT-App,IOT-App,2000
1999,IoT,6,IOT-App,IOT-App,2000
2001,IoT,6,IOT-App,IOT-App,2000
"XMLSchema-instance""> p <",IoT,6,IOT-App,IOT-App,2000
italic >-Laplacian,IoT,6,IOT-App,IOT-App,2000
resonance,IoT,6,IOT-App,IOT-App,2000
impulsive,IoT,6,IOT-App,IOT-App,2000
